pin,slack
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_1_INST/debounce_cntr_0_0[1]:SLn,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:D,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:E,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:PAD,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_2_PAD/U_IOPAD:Y,
m2s010_som_sb_0/CORECONFIGP_0/int_prdata_5_sqmuxa_1:A,
m2s010_som_sb_0/CORECONFIGP_0/int_prdata_5_sqmuxa_1:B,
m2s010_som_sb_0/CORECONFIGP_0/int_prdata_5_sqmuxa_1:C,
m2s010_som_sb_0/CORECONFIGP_0/int_prdata_5_sqmuxa_1:Y,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:CLK,-1424
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:D,-448
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:EN,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:Q,-1424
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/LINE_BIT_IDLE_DETECTOR/bit_detect_timer[3]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:ADn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:ALn,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:D,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:EN,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:LAT,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:Q,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:SD,
ident_coreinst/IICE_INST/b3_SoW/b6_SoWyQD/genblk2_b5_oRB_C[13]:SLn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:CLK,2687
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:D,1039
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:EN,-1403
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:Q,2687
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/RECEIVE_STATE_MACHINE_INST/long_bit_cntr[2]:SLn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:ADn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:ALn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:CLK,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:D,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:EN,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:LAT,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:Q,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:SD,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register13[14]:SLn,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:ADn,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:ALn,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:CLK,-73
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:D,-1264
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:EN,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:LAT,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:Q,-73
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:SD,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr[11]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_17/CFG_18:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_17/CFG_18:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_17/CFG_18:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_17/CFG_18:IPC,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:ALn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:CLK,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:D,3687
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:EN,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:Q,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/wptr_gray[3]:SLn,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:A,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:B,3558
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:C,-448
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:CC,-1424
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:D,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:P,
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:S,-1424
CommsFPGA_top_0/IDLE_LINE_DETECTOR/idle_line_cntr_cry[13]:UB,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKxR/b3_P_F_6_2:A,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKxR/b3_P_F_6_2:B,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKxR/b3_P_F_6_2:C,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKxR/b3_P_F_6_2:D,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKxR/b3_P_F_6_2:Y,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:ADn,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:ALn,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:CLK,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:D,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:EN,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:LAT,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:Q,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:SD,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b6_2ZGFQ9/b14_CZS0wfY_d_FH9m[5]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_18/FF_24:CLK,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_18/FF_24:IPCLKn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:ADn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:ALn,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:CLK,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:D,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:EN,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:LAT,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:Q,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:SD,
ident_coreinst/IICE_INST/b3_SoW/genblk9_b7_nYJ_BFM[75]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/CFG_21:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/CFG_21:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/CFG_21:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/CFG_21:IPC,
m2s010_som_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:A,
m2s010_som_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:CLKOUT,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_21/CFG_6:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_21/CFG_6:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_21/CFG_6:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_21/CFG_6:IPC,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:ADn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:ALn,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:CLK,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:D,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:EN,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:LAT,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:Q,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:SD,
CommsFPGA_top_0/TRIPLE_DEBOUNCE_INST/DEBOUNCE_0_INST/debounce_cntr[15]:SLn,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/JABBER_SM_un3_unjab_timer_16:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/JABBER_SM_un3_unjab_timer_16:B,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/JABBER_SM_un3_unjab_timer_16:C,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/JABBER_SM_un3_unjab_timer_16:D,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/JABBER_SM_un3_unjab_timer_16:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_5:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_5:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_5:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_5:IPC,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:A,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:B,3558
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:C,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:CC,2782
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:D,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:P,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:S,2782
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/memwaddr_r_cry[4]:UB,
CommsFPGA_top_0/ClkDivider_RNO[0]:A,
CommsFPGA_top_0/ClkDivider_RNO[0]:Y,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:ADn,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:ALn,3540
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:CLK,3812
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:D,3695
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:EN,4678
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:LAT,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:Q,3812
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:SD,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/manches_Transition:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_23/CFG_23:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_23/CFG_23:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_23/CFG_23:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_23/CFG_23:IPC,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:A,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:B,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:C,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:IPA,
CommsFPGA_CCC_0/CCC_INST/IP_INTERFACE_1:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_14/CFG_13:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_14/CFG_13:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_14/CFG_13:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_14/CFG_13:IPC,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/almostemptyi_assert_1:A,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/almostemptyi_assert_1:B,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/almostemptyi_assert_1:C,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/almostemptyi_assert_1:D,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/CLOCK_DOMAIN_BUFFER_INST/CLOCK_DOMAIN_BUFFER_0/L32_U_corefifo_async/almostemptyi_assert_1:Y,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:A,
m2s010_som_sb_0/m2s010_som_sb_MSS_0/MDDR_DQ_11_PAD/U_IOINFF:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_36/CFG_15:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_36/CFG_15:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_36/CFG_15:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_36/CFG_15:IPC,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:ADn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:ALn,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:CLK,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:D,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:EN,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:LAT,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:Q,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:SD,
CommsFPGA_top_0/MDIO_SLAVE_INST/Register0[15]:SLn,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeJ/b3_P_F_6_2:A,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeJ/b3_P_F_6_2:B,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeJ/b3_P_F_6_2:C,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeJ/b3_P_F_6_2:D,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKeJ/b3_P_F_6_2:Y,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_27/FF_8:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_27/FF_8:IPENn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_8/FF_7:EN,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_8/FF_7:IPENn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_5/CFG_35:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_5/CFG_35:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_27:B,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_27:C,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_27:IPB,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_28/CFG_27:IPC,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_0/FF_2:EN,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[16]:A,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[16]:B,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[16]:C,
CommsFPGA_top_0/MANCHESTER_ENCODER_2_INST/JABBER_DETECT_inst/Jabber_cntr_lm_0[16]:Y,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:ADn,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:ALn,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:CLK,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:D,4481
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:EN,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:LAT,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:Q,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:SD,
ident_coreinst/IICE_INST/b3_SoW/b12_PSyi_KyDbLbb[12]:SLn,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/FF_0:CLK,
ident_coreinst/IICE_INST/b3_SoW/b3_SoW/b3_SoW_b3_SoW_0_1/FF_0:IPCLKn,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKIn/b3_P_F_6_0:A,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKIn/b3_P_F_6_0:B,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKIn/b3_P_F_6_0:C,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKIn/b3_P_F_6_0:D,
ident_coreinst/IICE_INST/b4_PfFz/b7_PbTtl9G/b8_1LbcgKIn/b3_P_F_6_0:Y,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:A,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:B,2729
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:C,-1238
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:CC,103
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:D,
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:P,-1238
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:S,-448
CommsFPGA_top_0/MANCHESTER_DECODER2_INST/MANCHESTER_DECODER_ADAPTER_INST/RX_IDLE_LINE_DETECTOR/idle_line_cntr_cry[2]:UB,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:ADn,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:ALn,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:CLK,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:D,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:EN,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:LAT,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:Q,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:SD,
ident_coreinst/IICE_INST/b5_nUTGT/b15_uRrc2XfY_rbN_gr[18]:SLn,
